"Referencing Table","Requirement","Comment"
"`SUEWS_NonVeg.txt`","`MU`","Effective surface albedo (middle of the day value) for summertime. View factors should be taken into account."
"`SUEWS_Veg.txt`","`MU`","Example values [-]

- 0.1 EveTr :cite:`O02`
- 0.18 DecTr :cite:`O02`
- 0.21 Grass :cite:`O02` "
"`SUEWS_Water.txt`","`MU`","Example values [-]

- 0.1 Water :cite:`O02` "
"`SUEWS_Snow.txt`","`MU`","
Example values [-]

- 0.85 :cite:`J14` "
