"Referencing Table","Requirement","Comment"
"`SUEWS_AnthropogenicEmission.txt`","`MU` `O`","Use with `EmissionsMethod` = 2

Example values:

- 0.0102 :cite:`J11`

- 0.0102 :cite:`J14` "
