"Referencing Table","Requirement","Comment"
"`SUEWS_Veg.txt`","`MD`","Example values [mm |s^-1|]

- 7.4:  EveTr :cite:`J11`
- 11.7: DecTr :cite:`J11`
- 33.1: Grass (unirrigated) :cite:`J11`
- 40.: Grass (irrigated) :cite:`J11` "
