Year DOY Hour Min dir WS Tair RH press VPD Kdown Kup Ldown Lup QN Ustar QH QE L beta QF RES QS EF
2011 1 0 0 323.38 2.49 4.74 73.36 1019.22 2.28 0.00 0.65 330.80 344.53 -14.38 0.47 69.59 9.65 -186.26 7.71 57.48 -36.14 -66.36 0.12
2011 1 1 0 308.00 2.31 4.56 72.71 1018.89 2.30 0.00 0.73 330.04 343.92 -14.62 0.43 62.02 4.67 -154.37 7.45 54.96 -26.34 -53.42 0.07
2011 1 2 0 304.83 2.74 4.39 74.59 1018.50 2.12 0.00 0.62 330.10 343.24 -13.76 0.49 65.18 7.77 -220.17 8.40 62.33 -24.39 -54.56 0.11
2011 1 3 0 292.95 2.86 4.21 75.69 1018.40 2.00 0.00 0.70 329.31 342.44 -13.84 0.48 63.64 8.25 -205.63 7.71 59.61 -26.11 -55.39 0.11
2011 1 4 0 258.54 2.79 4.11 75.41 1018.07 2.01 0.00 0.68 328.71 342.22 -14.19 0.44 61.17 8.90 -162.06 7.03 58.36 -25.89 -54.50 0.12
2011 1 5 0 262.33 3.36 4.04 75.35 1017.43 2.01 0.00 0.65 329.27 342.01 -13.39 0.42 42.67 7.00 -198.24 6.80 58.69 -4.37 -28.98 0.14
2011 1 6 0 269.50 3.46 3.76 75.91 1017.04 1.92 0.00 0.57 328.88 341.29 -12.99 0.43 47.56 5.95 -197.34 5.06 61.19 -5.30 -31.30 0.10
2011 1 7 0 278.75 2.82 3.66 76.62 1017.01 1.85 0.00 0.62 328.75 340.64 -12.51 0.43 56.38 0.03 -166.86 nan 66.28 -2.63 -30.48 -0.00
2011 1 8 0 284.12 2.25 3.72 77.95 1017.12 1.75 0.00 0.69 328.34 340.47 -12.82 0.41 74.47 4.88 -107.23 10.88 76.50 -15.67 -50.66 0.04
2011 1 9 0 286.13 1.72 3.93 78.84 1017.30 1.71 0.83 0.89 328.54 340.84 -12.35 0.41 102.78 7.58 -76.36 16.45 96.91 -25.80 -72.09 0.07
2011 1 10 0 306.27 2.38 4.28 79.26 1017.47 1.72 7.58 1.64 330.06 342.32 -6.31 0.43 56.55 14.23 -162.00 4.44 127.38 50.29 4.29 0.20
2011 1 11 0 319.03 2.06 4.32 81.03 1017.70 1.57 20.73 2.94 330.86 342.99 5.67 0.36 71.41 2.48 -76.70 22.15 165.76 97.55 41.34 0.03
2011 1 12 0 330.31 2.18 4.80 82.29 1017.71 1.52 90.97 10.75 304.02 344.65 39.59 0.50 79.58 -59.12 -178.28 nan 184.61 208.95 163.53 -80.66
2011 1 13 0 342.94 2.17 5.20 82.65 1017.63 1.53 65.97 6.72 337.83 348.72 48.37 0.42 70.66 nan -126.19 nan 195.70 nan nan nan
2011 1 14 0 176.59 2.45 5.34 85.20 1017.19 1.32 40.39 4.58 339.96 349.27 26.50 0.44 56.95 42.52 -172.00 1.90 195.94 122.97 54.08 0.41
2011 1 15 0 8.29 2.97 5.22 87.59 1017.18 1.10 19.76 2.56 340.38 348.34 9.23 0.52 68.44 nan -234.94 nan 187.66 nan nan nan
2011 1 16 0 36.11 3.71 5.03 88.39 1017.47 1.02 9.09 1.81 339.24 347.12 -0.60 0.58 64.78 nan -363.50 nan 174.94 nan nan nan
2011 1 17 0 32.28 3.29 4.14 87.95 1017.99 0.99 0.35 0.55 335.36 343.23 -8.05 0.35 30.25 nan -196.57 nan 167.45 nan nan nan
2011 1 18 0 nan nan 3.72 88.02 1018.43 0.95 0.00 0.57 331.54 340.55 -9.58 nan nan nan nan nan 162.48 nan nan nan
2011 1 19 0 29.53 1.95 3.61 86.43 1018.56 1.07 0.00 1.46 329.06 339.93 -12.34 0.45 72.16 6.46 -144.09 10.87 156.88 63.39 9.14 0.08
2011 1 20 0 19.19 2.87 3.45 83.22 1018.79 1.31 0.00 1.87 319.88 338.60 -20.59 0.52 82.30 6.98 -185.74 12.04 152.70 42.85 -13.18 0.08
2011 1 21 0 15.09 2.64 3.07 81.44 1019.15 1.41 0.00 1.11 316.44 337.25 -21.91 0.42 55.51 8.34 -151.15 6.82 149.40 63.64 13.52 0.13
2011 1 22 0 12.55 2.78 2.96 81.28 1019.51 1.42 0.00 1.06 313.68 336.43 -23.81 0.48 78.61 4.60 -159.92 8.57 136.51 29.50 -21.27 0.04
2011 1 23 0 6.80 2.76 2.67 81.91 1019.78 1.34 0.00 0.92 308.44 334.82 -27.30 0.42 67.73 6.81 -127.59 5.67 107.08 5.24 -36.45 0.09
2011 2 0 0 15.92 2.70 2.37 82.27 1019.82 1.29 0.00 0.90 308.91 333.82 -25.81 0.50 83.15 -0.31 -165.36 nan 79.28 -24.42 -62.12 0.00
2011 2 1 0 359.50 3.24 2.06 82.38 1019.94 1.25 0.00 0.96 296.44 331.65 -36.17 0.55 68.33 1.23 -289.62 nan 63.37 -45.42 -75.16 0.02
2011 2 2 0 4.29 2.84 1.75 82.28 1019.94 1.23 0.00 1.06 293.20 330.01 -37.88 0.54 78.39 -7.20 -223.90 nan 62.33 -46.75 -76.57 -0.10
2011 2 3 0 0.16 2.79 1.50 82.02 1020.14 1.23 0.00 1.25 283.44 328.10 -45.91 0.55 77.31 -5.01 -250.10 12.70 59.61 -58.61 -87.97 -0.06
2011 2 4 0 178.22 2.74 1.19 81.53 1020.33 1.23 0.00 1.04 293.91 327.87 -35.00 0.46 75.86 -0.71 -154.98 nan 58.36 -51.80 -81.41 -0.01
2011 2 5 0 183.09 3.33 1.02 80.18 1020.39 1.31 0.00 0.86 300.94 328.02 -27.94 0.54 80.82 8.44 -222.69 9.92 58.69 -58.52 -91.05 0.10
2011 2 6 0 4.38 3.30 1.02 78.58 1020.52 1.41 0.00 0.85 301.42 327.86 -27.27 0.46 57.79 6.78 -192.45 10.70 61.19 -30.65 -58.87 0.11
2011 2 7 0 179.87 3.01 0.98 79.32 1020.57 1.35 0.00 0.87 302.07 327.56 -26.36 0.56 84.75 13.90 -231.69 6.11 66.28 -58.72 -95.02 0.14
2011 2 8 0 356.87 3.24 0.89 79.78 1020.72 1.32 0.00 0.80 301.95 326.92 -25.77 0.46 69.96 2.42 -161.70 20.17 76.50 -21.66 -55.27 0.04
2011 2 9 0 357.29 2.92 0.79 80.62 1021.07 1.25 2.60 1.22 302.37 326.81 -23.07 0.46 66.52 5.53 -164.69 6.46 96.91 1.79 -36.85 0.07
2011 2 10 0 354.36 3.03 0.59 81.01 1021.55 1.21 55.68 15.28 239.66 320.98 -40.92 0.56 85.72 -3.71 -238.62 19.72 127.38 4.46 -43.79 -0.06
2011 2 11 0 358.12 2.53 0.73 79.14 1021.92 1.34 103.17 16.05 259.04 325.21 20.96 0.45 75.92 3.29 -138.10 10.12 165.76 107.50 50.22 0.05
2011 2 12 0 1.31 2.38 0.77 76.96 1022.12 1.49 111.82 12.09 297.88 331.76 65.88 0.44 114.34 8.37 -88.45 15.27 184.61 127.77 57.08 0.07
2011 2 13 0 178.91 2.17 1.01 75.73 1021.91 1.60 93.40 10.08 303.53 333.25 53.60 0.39 94.05 5.33 -73.44 17.67 195.70 149.91 81.11 0.06
2011 2 14 0 358.51 2.08 1.23 74.88 1021.64 1.67 98.72 10.90 303.33 334.73 56.42 0.39 95.45 5.64 -70.97 17.39 195.94 151.27 82.08 0.06
2011 2 15 0 336.90 1.42 1.50 72.69 1021.60 1.86 67.08 7.67 301.05 334.31 26.15 0.36 113.32 7.85 -49.89 17.88 187.66 92.64 21.49 0.07
2011 2 16 0 340.62 1.60 1.67 72.61 1021.64 1.89 37.38 5.13 298.59 332.69 -1.86 0.41 87.94 -38.42 -87.12 nan 174.94 141.53 89.49 -0.99
2011 2 17 0 340.93 2.13 1.73 71.60 1021.71 1.97 4.24 1.67 300.88 330.94 -27.49 0.43 82.61 nan -111.71 nan 167.45 nan nan nan
2011 2 18 0 347.06 2.09 1.73 69.32 1021.77 2.12 0.00 1.31 300.12 329.85 -31.04 0.39 40.75 nan -164.44 nan 162.48 nan nan nan
2011 2 19 0 338.60 1.99 2.39 63.64 1021.75 2.64 0.00 1.29 301.42 329.90 -29.78 0.50 104.94 17.83 -141.78 3.70 156.88 4.35 -59.43 0.11
2011 2 20 0 332.15 2.08 1.60 70.64 1021.71 2.02 0.00 1.17 299.38 328.69 -30.49 0.57 102.21 15.98 -199.84 6.61 152.70 4.02 -57.80 0.13
2011 2 21 0 327.89 2.11 1.44 71.27 1021.61 1.95 0.00 1.21 299.27 328.08 -30.02 0.52 94.86 10.77 -164.59 8.73 149.40 13.75 -44.72 0.11
2011 2 22 0 324.08 2.28 1.42 70.89 1021.53 1.97 0.00 1.19 299.60 327.87 -29.46 0.53 93.72 5.61 -179.20 16.86 136.51 7.72 -46.27 0.06
2011 2 23 0 319.11 2.11 1.29 71.05 1021.52 1.94 0.00 1.15 299.99 327.31 -28.48 0.52 105.41 8.51 -141.18 12.91 107.08 -35.33 -84.88 0.07
2011 3 0 0 326.06 1.88 1.46 69.32 1021.39 2.08 0.00 1.21 300.43 327.12 -27.89 0.47 82.37 8.62 -147.00 9.92 79.28 -39.62 -77.63 0.09
2011 3 1 0 284.92 1.62 1.53 68.62 1021.20 2.15 0.00 1.32 300.66 326.94 -27.60 0.25 65.10 7.97 -30.01 7.91 59.57 -41.10 -70.61 0.12
2011 3 2 0 305.79 1.58 1.39 68.65 1020.92 2.12 0.00 1.26 302.95 326.68 -24.98 0.24 62.33 3.60 -27.07 7.77 48.09 -42.82 -68.03 0.06
2011 3 3 0 306.26 1.27 1.40 67.77 1020.69 2.17 0.00 1.32 300.70 326.25 -26.87 0.31 76.50 1.86 -44.38 7.25 48.38 -56.85 -84.62 -0.02
2011 3 4 0 324.75 1.55 1.32 67.72 1020.42 2.17 0.00 1.25 301.50 326.06 -25.81 0.30 74.44 -1.58 -41.73 19.07 47.45 -51.21 -77.65 -0.06
2011 3 5 0 323.07 1.46 1.29 67.50 1020.17 2.19 0.00 1.31 299.10 325.52 -27.73 0.29 73.72 3.22 -38.12 11.08 47.94 -56.73 -84.10 0.04
2011 3 6 0 332.54 1.08 1.33 67.19 1019.80 2.21 0.00 1.62 297.40 324.94 -29.15 0.26 62.64 10.72 -30.42 2.57 51.47 -51.05 -78.59 0.11
2011 3 7 0 14.75 1.90 1.44 65.40 1019.07 2.35 0.00 1.71 278.09 322.91 -46.53 0.18 49.97 0.18 -19.39 9.19 60.77 -35.91 -61.13 -0.02
2011 3 8 0 182.47 0.53 1.33 67.46 1018.97 2.19 0.00 3.12 250.96 318.74 -70.91 0.26 75.50 -15.64 -24.97 16.93 82.69 -48.06 -80.71 -0.51
2011 3 9 0 212.07 0.77 0.98 70.59 1018.98 1.93 3.10 4.54 230.69 316.13 -86.88 0.28 133.28 13.50 -19.02 10.75 123.36 -110.29 -170.49 0.09
2011 3 10 0 248.16 0.97 0.42 72.41 1018.91 1.73 40.70 9.22 239.82 317.12 -45.82 0.18 38.88 6.72 -15.60 5.80 189.65 98.22 41.68 0.15
2011 3 11 0 291.13 1.20 0.78 70.69 1018.94 1.90 85.62 11.41 259.16 322.68 10.68 0.13 44.08 3.18 -5.65 13.88 246.53 229.99 158.07 0.07
2011 3 12 0 183.79 0.57 1.54 68.12 1018.59 2.18 127.70 15.38 270.74 328.39 54.67 0.30 125.97 13.41 -22.49 9.39 257.34 164.20 72.18 0.10
2011 3 13 0 177.65 2.29 2.00 66.87 1018.00 2.34 135.53 15.49 281.75 332.51 69.28 0.25 71.07 7.73 -25.15 9.19 258.02 231.42 151.56 0.10
2011 3 14 0 185.18 1.90 1.89 65.61 1017.42 2.41 90.22 10.35 293.66 333.08 40.46 0.21 71.10 14.69 -14.98 4.81 249.19 203.88 124.42 0.17
2011 3 15 0 191.99 1.97 2.11 62.53 1016.75 2.67 48.92 5.91 302.06 332.44 12.61 0.27 73.71 22.03 -28.07 3.28 237.10 153.97 75.55 0.24
2011 3 16 0 190.45 2.27 2.23 58.13 1016.35 3.00 13.30 2.46 306.56 331.21 -13.80 0.28 52.20 18.80 -45.27 2.75 234.68 149.87 77.00 0.27
2011 3 17 0 179.68 2.05 2.09 58.41 1015.91 2.96 1.80 1.33 307.76 329.75 -21.54 0.32 61.80 20.08 -59.84 3.02 226.48 123.08 50.08 0.25
2011 3 18 0 142.66 1.75 2.12 60.69 1015.53 2.80 0.00 1.23 309.66 329.35 -20.93 0.28 74.90 20.39 -31.61 4.30 202.09 85.88 16.30 0.20
2011 3 19 0 152.12 2.21 2.02 62.02 1015.11 2.69 0.00 1.09 310.52 328.99 -19.55 0.33 71.20 20.07 -63.39 4.31 146.65 35.84 -19.08 0.21
2011 3 20 0 148.52 2.54 1.82 64.85 1014.62 2.46 0.00 1.06 307.84 328.50 -21.72 0.38 54.38 22.95 -110.96 4.81 103.65 4.59 -36.80 0.24
2011 3 21 0 139.85 2.16 1.26 70.86 1014.28 1.96 0.00 1.23 298.91 326.98 -29.28 0.23 59.98 -4.04 -21.52 nan 88.50 3.28 -30.04 -0.08
2011 3 22 0 143.38 2.04 1.03 74.47 1013.81 1.69 0.00 1.70 277.98 324.45 -48.17 0.18 43.87 3.06 -17.08 5.09 77.41 -17.68 -46.41 0.10
2011 3 23 0 163.00 2.13 1.07 76.09 1013.42 1.58 0.00 2.00 279.23 324.11 -46.89 0.29 47.70 8.54 -70.87 7.79 66.75 -36.38 -64.31 0.17
2011 4 0 0 185.17 3.02 1.17 74.63 1012.78 1.69 0.00 2.01 252.92 321.99 -71.08 0.42 33.84 2.82 -233.39 3.99 58.59 -49.16 -71.14 0.09
2011 4 1 0 187.39 2.18 1.05 76.56 1012.24 1.54 0.00 2.27 266.88 322.12 -57.51 0.30 39.70 -0.28 -79.64 nan 51.95 -44.98 -65.84 -0.00
2011 4 2 0 184.78 2.13 1.18 77.18 1011.73 1.52 0.00 1.25 309.16 326.93 -19.01 0.35 65.26 2.09 -76.94 12.89 48.09 -38.27 -63.77 0.03
2011 4 3 0 183.31 2.21 1.29 77.53 1011.12 1.51 0.00 0.93 316.73 328.60 -12.79 0.32 45.32 3.95 -78.85 11.41 48.38 -13.69 -35.63 0.08
2011 4 4 0 181.94 2.24 1.37 78.94 1010.64 1.42 0.00 0.89 319.64 329.44 -10.67 0.30 53.53 -4.29 -61.30 nan 47.45 -12.46 -34.17 -0.09
2011 4 5 0 184.47 2.03 1.57 81.10 1009.86 1.29 0.00 0.98 318.78 330.06 -12.25 0.27 43.16 -3.70 -49.66 nan 47.94 -3.77 -23.64 -0.11
2011 4 6 0 195.53 1.94 1.86 82.56 1009.15 1.22 0.00 1.27 319.54 330.86 -12.58 0.35 48.05 11.64 -103.27 4.13 51.47 -21.72 -46.14 0.20
2011 4 7 0 205.53 1.95 2.04 82.87 1008.59 1.21 0.00 0.93 318.37 331.58 -14.14 0.30 32.99 -0.83 -92.84 nan 60.77 16.59 -6.18 -0.03
2011 4 8 0 234.19 2.42 1.88 84.43 1008.31 1.09 0.00 1.09 317.04 331.39 -15.44 0.33 31.16 5.17 -132.25 2.14 82.69 30.92 2.98 0.15
2011 4 9 0 267.30 2.52 2.04 84.47 1008.25 1.10 0.24 0.96 320.95 332.75 -12.50 0.26 60.71 9.92 -32.30 6.12 123.36 57.36 8.36 0.14
2011 4 10 0 267.98 2.46 1.48 84.69 1008.24 1.04 19.84 2.85 317.77 332.13 2.62 0.25 66.06 6.58 -27.92 5.51 189.65 119.64 57.70 0.07
2011 4 11 0 245.39 2.18 1.75 80.68 1007.80 1.34 66.10 8.10 294.99 332.87 20.12 0.21 47.20 30.13 -22.63 1.57 246.53 187.32 111.05 0.39
2011 4 12 0 184.24 2.53 1.99 79.38 1007.01 1.46 98.42 11.91 282.50 333.68 35.33 0.30 49.52 7.33 -60.11 6.87 257.34 235.82 160.12 0.13
2011 4 13 0 196.42 2.77 2.22 78.44 1006.29 1.55 122.90 16.36 267.17 334.25 39.45 0.32 64.70 10.70 -57.29 6.25 258.02 222.07 142.49 0.14
2011 4 14 0 226.03 3.30 2.31 70.42 1005.95 2.13 187.10 29.25 268.57 337.73 88.69 0.46 92.70 36.37 -117.81 2.55 249.19 208.81 120.69 0.28
2011 4 15 0 224.18 3.54 2.54 69.88 1005.55 2.21 62.70 7.50 314.63 340.27 29.55 0.47 77.94 7.44 -155.41 5.09 237.10 181.27 104.92 0.09
2011 4 16 0 214.60 3.18 2.46 74.61 1005.25 1.85 24.13 4.06 302.45 336.37 -13.85 0.42 69.88 -19.51 -122.94 nan 234.68 190.12 121.74 -0.42
2011 4 17 0 203.94 3.39 2.17 81.05 1004.82 1.35 3.78 1.86 302.51 333.27 -28.84 0.33 42.52 -0.29 -99.88 2.12 226.48 155.42 90.34 -0.18
2011 4 18 0 206.38 3.51 2.09 82.69 1004.25 1.23 0.00 1.28 302.79 332.45 -30.94 0.40 47.71 19.83 -158.77 2.58 202.09 103.61 39.58 0.31
2011 4 19 0 204.22 3.53 2.30 82.53 1003.79 1.26 0.00 0.88 321.66 334.85 -14.06 0.36 62.46 3.16 -93.60 12.69 146.65 66.97 17.19 0.03
2011 4 20 0 198.58 3.47 2.59 82.72 1003.47 1.27 0.00 0.83 325.83 336.18 -11.18 0.43 58.28 3.04 -210.57 15.96 103.65 31.14 -7.03 0.04
2011 4 21 0 194.49 3.67 2.97 82.60 1003.16 1.31 0.00 0.93 323.20 337.09 -14.82 0.43 53.23 6.14 -184.30 6.05 88.50 14.31 -19.69 0.10
2011 4 22 0 189.28 3.74 2.71 83.85 1002.59 1.20 0.00 1.11 297.65 333.61 -37.08 0.55 55.66 -2.30 -351.94 nan 77.41 -13.01 -43.03 -0.04
2011 4 23 0 187.96 3.24 2.96 84.73 1002.09 1.15 0.00 1.79 276.27 331.59 -57.10 0.54 66.34 -1.25 -280.21 9.93 66.75 -55.44 -85.15 -0.05
2011 5 0 0 189.43 3.66 3.33 83.60 1001.84 1.27 0.00 1.70 291.41 333.33 -43.62 0.54 38.77 3.38 -482.97 5.15 58.59 -27.19 -50.27 0.05
2011 5 1 0 196.13 3.70 3.58 83.72 1001.38 1.29 0.00 0.91 321.48 337.50 -16.92 0.57 41.93 22.79 -589.73 3.40 51.95 -29.70 -55.62 0.29
2011 5 2 0 195.59 3.90 3.87 83.69 1000.85 1.31 0.00 0.92 327.72 339.18 -12.38 0.60 48.48 5.17 -629.67 2.38 48.09 -17.93 -40.69 0.14
2011 5 3 0 197.29 4.17 4.15 82.81 1000.52 1.42 0.00 0.86 328.57 340.37 -12.66 0.69 67.97 33.56 -591.32 2.07 48.38 -69.11 -101.74 0.33
2011 5 4 0 191.82 4.01 4.31 80.97 999.88 1.58 0.00 0.98 318.77 340.31 -22.52 0.58 25.18 1.38 -965.83 6.49 47.45 -1.62 -18.80 0.01
2011 5 5 0 185.81 4.15 4.17 80.54 998.97 1.60 0.00 0.80 322.85 340.67 -18.62 0.72 79.75 -0.75 -567.44 21.08 47.94 -49.69 -77.47 -0.03
2011 5 6 0 189.33 4.71 3.98 81.00 998.20 1.54 0.00 0.96 304.45 338.66 -35.17 0.84 76.94 0.25 -935.73 14.08 51.47 -60.90 -89.20 0.02
2011 5 7 0 187.25 5.10 3.55 79.22 997.53 1.64 0.00 1.59 254.29 332.41 -79.72 0.93 90.24 5.12 -1059.12 18.18 60.77 -114.31 -148.58 0.06
2011 5 8 0 184.12 5.12 3.06 78.63 997.15 1.62 0.00 1.93 237.98 328.69 -92.64 0.91 93.25 4.09 -932.39 10.00 82.69 -107.27 -147.42 0.04
2011 5 9 0 177.72 4.84 2.65 78.73 996.95 1.57 2.65 2.71 235.99 326.83 -90.90 0.78 46.09 -7.74 -1152.11 nan 123.36 -5.89 -44.39 -0.27
2011 5 10 0 167.15 4.79 2.92 77.18 996.34 1.72 56.14 20.46 236.20 327.72 -55.85 0.73 79.36 1.29 -589.99 5.37 189.65 53.15 -10.38 0.02
2011 5 11 0 174.31 4.92 3.56 73.23 995.79 2.11 137.50 29.56 243.69 332.89 18.74 0.80 106.16 18.91 -543.67 5.73 246.53 140.20 53.55 0.15
2011 5 12 0 178.42 5.41 4.00 66.73 994.83 2.71 199.55 32.64 261.79 340.01 88.69 0.91 175.28 18.40 -480.83 9.53 257.34 149.74 46.86 0.09
2011 5 13 0 181.33 5.79 4.38 63.20 993.64 3.08 90.85 10.89 309.09 344.54 44.51 0.96 102.68 41.62 -970.46 2.47 258.02 148.48 55.52 0.29
2011 5 14 0 179.01 6.61 4.39 62.92 992.38 3.10 131.06 19.18 308.35 344.85 75.39 1.19 185.42 33.48 -1078.00 5.46 249.19 105.68 -0.39 0.16
2011 5 15 0 175.81 5.61 4.11 66.47 991.25 2.75 42.95 5.28 322.92 344.62 15.97 0.99 138.44 17.54 -793.12 14.36 237.10 97.09 6.62 0.10
2011 5 16 0 183.81 5.04 3.60 73.78 990.63 2.08 6.04 1.27 328.18 342.60 -9.66 0.82 100.47 36.44 -637.62 2.63 234.68 95.34 9.79 0.28
2011 5 17 0 182.44 4.35 3.44 86.61 990.08 1.04 0.39 0.28 331.68 340.13 -8.35 0.63 67.03 nan -471.81 nan 226.48 nan nan nan
2011 5 18 0 181.31 3.72 4.08 89.31 989.29 0.88 0.00 0.45 335.29 341.27 -6.44 0.54 44.77 nan -458.33 nan 202.09 nan nan nan
2011 5 19 0 nan nan 4.88 90.98 988.78 0.78 0.00 0.38 341.18 342.46 -1.66 nan nan nan nan nan 146.65 nan nan nan
2011 5 20 0 205.79 3.23 5.53 91.31 988.50 0.79 0.00 0.21 344.43 345.19 -0.97 0.44 12.77 nan -864.49 nan 103.65 nan nan nan
2011 5 21 0 207.01 3.03 5.97 91.38 988.25 0.81 0.00 0.16 346.60 347.13 -0.70 0.38 68.79 nan -130.25 nan 88.50 nan nan nan
2011 5 22 0 226.28 2.78 6.27 91.47 988.25 0.81 0.00 0.06 348.00 348.52 -0.58 0.43 61.48 nan -171.49 nan 77.41 nan nan nan
2011 5 23 0 210.11 2.75 6.25 91.34 988.25 0.82 0.00 0.07 344.62 348.15 -3.61 0.41 15.38 -59.73 -1763.70 nan 66.75 95.18 86.20 1.67
2011 6 0 0 226.10 1.98 6.30 89.78 988.25 0.97 0.00 0.16 341.39 347.93 -6.69 0.27 54.37 -18.76 -49.05 nan 58.59 16.29 -5.48 -0.53
2011 6 1 0 246.23 2.04 6.12 87.68 988.16 1.16 0.00 0.01 325.24 347.37 -22.12 0.33 44.80 -20.56 -113.94 nan 51.95 5.58 -12.25 -2.21
2011 6 2 0 263.80 2.55 5.50 87.44 987.95 1.14 0.00 0.00 322.66 345.55 -22.88 0.28 36.75 -2.79 -80.23 nan 48.09 -8.73 -27.55 -0.08
2011 6 3 0 256.68 2.73 4.95 87.25 988.18 1.11 0.00 0.00 328.44 344.20 -15.77 0.39 59.95 -0.76 -120.61 6.97 48.38 -26.57 -50.50 0.00
2011 6 4 0 239.84 2.40 4.63 86.89 988.23 1.11 0.00 0.25 317.98 342.82 -25.09 0.43 48.05 22.59 -221.98 2.44 47.45 -48.27 -74.25 0.32
2011 6 5 0 208.26 2.15 4.49 86.59 987.95 1.13 0.00 1.14 312.05 341.99 -31.09 0.28 25.75 -3.52 -106.44 4.53 47.94 -5.38 -21.80 -1.31
2011 6 6 0 nan nan 4.43 87.02 987.69 1.09 nan nan nan nan nan nan nan nan nan nan 51.47 nan nan nan
2011 6 7 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 60.77 nan nan nan
2011 6 8 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 82.69 nan nan nan
2011 6 9 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 123.36 nan nan nan
2011 6 10 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 189.65 nan nan nan
2011 6 11 0 nan nan 3.41 84.80 987.37 1.19 18.62 4.38 332.15 340.22 6.16 nan nan nan nan nan 246.53 nan nan nan
2011 6 12 0 nan nan 3.27 85.93 987.31 1.08 17.38 1.88 330.78 338.92 7.37 nan nan nan nan nan 257.34 nan nan nan
2011 6 13 0 nan nan 3.04 87.46 986.76 0.96 23.68 2.42 329.59 338.22 12.64 nan nan nan nan nan 258.02 nan nan nan
2011 6 14 0 nan nan 2.80 88.17 986.35 0.88 17.64 2.25 328.64 337.46 6.58 nan nan nan nan nan 249.19 nan nan nan
2011 6 15 0 nan nan 2.28 87.06 986.57 0.93 10.77 1.82 326.76 334.62 1.09 nan nan nan nan nan 237.10 nan nan nan
2011 6 16 0 nan nan 1.76 87.65 987.18 0.86 17.11 2.28 324.87 332.46 7.22 nan nan nan nan nan 234.68 nan nan nan
2011 6 17 0 8.40 1.40 2.08 86.74 988.36 0.94 6.16 1.98 324.56 332.15 -3.41 0.14 58.33 nan -4.94 nan 226.48 nan nan nan
2011 6 18 0 318.96 1.42 2.42 84.41 989.39 1.13 0.00 1.11 310.72 330.11 -20.49 0.33 63.07 nan -62.66 nan 202.09 nan nan nan
2011 6 19 0 303.18 1.90 2.92 84.08 990.71 1.20 0.00 0.17 322.27 332.30 -10.20 0.32 50.05 nan -73.84 nan 146.65 nan nan nan
2011 6 20 0 263.57 1.61 3.19 83.77 991.87 1.25 0.00 0.07 322.35 333.05 -10.78 0.27 50.74 32.26 -50.22 1.08 103.65 21.19 -17.11 0.48
2011 6 21 0 nan nan 3.15 85.65 992.81 1.10 0.00 1.15 318.32 333.06 -15.88 nan nan nan nan nan 88.50 nan nan nan
2011 6 22 0 232.47 0.72 3.27 85.03 993.91 1.15 0.00 1.98 312.88 333.61 -22.71 0.22 58.75 64.22 -21.74 0.91 77.41 -63.43 -108.08 0.52
2011 6 23 0 nan nan 3.26 86.23 994.51 1.06 0.00 1.78 283.91 331.24 -49.12 nan nan nan nan nan 66.75 nan nan nan
2011 7 0 0 nan nan 3.20 86.52 995.27 1.04 0.00 2.26 269.88 328.69 -61.06 nan nan nan nan nan 58.59 nan nan nan
2011 7 1 0 135.40 1.08 3.12 85.40 995.48 1.11 0.00 1.32 279.68 329.00 -50.65 0.19 31.36 21.69 -24.18 1.45 51.95 -62.79 -86.05 0.41
2011 7 2 0 42.44 1.67 2.75 84.41 995.65 1.16 0.00 1.30 273.49 327.62 -55.44 0.25 39.97 3.80 -45.48 10.51 48.09 -57.65 -78.38 0.09
2011 7 3 0 103.61 2.88 2.37 85.56 996.04 1.05 0.00 0.10 309.59 330.60 -21.11 0.43 55.84 21.98 -177.53 2.54 48.38 -50.55 -78.20 0.28
2011 7 4 0 96.89 2.61 2.21 88.05 996.08 0.85 0.00 0.14 321.24 331.54 -10.43 0.45 46.25 nan -231.40 nan 47.45 nan nan nan
2011 7 5 0 nan nan 1.86 89.94 995.86 0.71 0.00 0.19 325.93 330.61 -4.86 nan nan nan nan nan 47.94 nan nan nan
2011 7 6 0 90.84 3.73 1.81 91.56 995.42 0.59 0.00 0.00 325.88 329.27 -3.40 0.43 42.81 nan -215.96 nan 51.47 nan nan nan
2011 7 7 0 nan nan 1.98 92.12 994.85 0.56 0.00 0.03 326.69 328.72 -2.05 nan nan nan nan nan 60.77 nan nan nan
2011 7 8 0 87.09 4.00 2.05 93.33 994.38 0.47 0.00 0.00 327.23 328.41 -1.19 0.56 49.82 nan -307.22 nan 82.69 nan nan nan
2011 7 9 0 nan nan 2.73 93.50 993.82 0.48 0.20 0.00 330.50 330.62 0.09 nan nan nan nan nan 123.36 nan nan nan
2011 7 10 0 nan nan 3.21 93.35 993.28 0.51 6.60 0.28 332.30 331.54 7.08 nan nan nan nan nan 189.65 nan nan nan
2011 7 11 0 nan nan 3.59 93.66 992.82 0.50 9.98 0.93 334.56 333.32 10.28 nan nan nan nan nan 246.53 nan nan nan
2011 7 12 0 nan nan 4.47 93.47 992.72 0.55 19.76 2.06 339.50 337.60 19.59 nan nan nan nan nan 257.34 nan nan nan
