Year DOY Hour Min dir WS Tair RH press VPD Kdown Kup Ldown Lup QN Ustar QH QE L beta QF RES QS EF
2011 203 15 0 357.61 3.32 17.41 42.08 1010.60 11.51 474.10 52.79 364.47 431.77 354.01 0.61 214.34 20.20 -144.37 13.21 178.93 298.39 206.75 0.09
2011 203 16 0 184.64 2.84 17.97 40.87 1010.35 12.18 569.25 66.95 349.90 442.72 409.49 0.43 219.04 17.06 -66.42 39.48 177.76 351.15 259.49 0.07
2011 203 17 0 177.21 2.38 17.94 41.45 1010.06 12.03 257.70 30.47 355.17 428.70 153.69 0.54 208.89 13.76 -101.31 22.24 171.82 102.85 15.37 0.06
2011 203 18 0 322.29 1.80 18.12 41.42 1009.80 12.18 293.15 35.88 329.84 424.87 162.25 0.44 126.94 33.98 -88.27 7.74 150.00 151.31 81.62 0.20
2011 203 19 0 286.69 2.23 18.07 41.25 1009.44 12.17 176.75 21.88 312.25 415.31 51.82 0.36 96.09 31.91 -68.31 3.05 104.69 28.53 -23.24 0.25
2011 203 20 0 311.94 2.32 17.57 41.34 1009.44 11.77 26.31 4.71 326.26 407.26 -59.39 0.42 64.64 7.63 -151.00 8.23 75.83 -55.84 -89.25 0.11
2011 203 21 0 318.48 2.65 17.18 45.79 1009.36 10.62 2.16 1.51 363.58 406.71 -42.48 0.50 62.56 4.77 -26791.76 26.17 68.54 -106.38 -149.87 0.04
2011 203 22 0 333.61 4.46 13.77 69.10 1010.00 4.89 0.00 3.05 368.62 393.05 -27.48 0.77 166.53 nan -394.13 nan 61.80 nan nan nan
2011 203 23 0 nan nan 12.75 80.50 1009.74 2.87 0.00 4.73 372.75 385.91 -17.90 nan nan nan nan nan 56.27 nan nan nan
2011 204 0 0 36.11 1.79 12.73 80.47 1009.40 2.87 0.00 3.23 373.45 384.58 -14.38 0.34 106.98 nan -60.55 nan 50.03 nan nan nan
2011 204 1 0 21.42 2.54 12.30 82.47 1009.27 2.51 0.04 2.04 372.32 383.01 -12.70 0.39 103.92 27.50 -89.45 3.72 45.78 -95.79 -133.23 0.21
2011 204 2 0 34.17 2.66 11.59 80.33 1009.07 2.68 0.07 0.89 368.69 381.55 -13.68 0.46 96.98 38.78 -164.05 2.52 45.50 -103.94 -142.47 0.29
2011 204 3 0 25.85 2.83 11.29 76.66 1008.78 3.12 0.00 0.92 349.06 378.98 -30.84 0.43 84.12 12.81 -144.66 2.60 42.23 -85.52 -115.47 0.14
2011 204 4 0 11.39 2.75 10.91 82.46 1008.56 2.29 0.00 1.04 340.73 375.37 -35.69 0.48 100.94 8.71 -174.66 5.77 40.92 -104.42 -136.59 0.04
2011 204 5 0 26.48 2.06 10.59 75.57 1008.40 3.12 2.01 1.66 337.16 374.77 -37.26 0.42 97.09 46.97 -109.09 2.41 40.81 -140.51 -179.52 0.32
2011 204 6 0 0.82 1.98 10.60 74.84 1008.53 3.21 8.84 3.02 352.12 375.60 -17.66 0.35 89.12 9.88 -69.18 9.02 43.17 -76.75 -107.06 0.10
2011 204 7 0 nan nan 10.64 77.31 1008.39 2.91 113.67 19.84 363.78 375.41 82.21 nan nan nan nan nan 48.01 nan nan nan
2011 204 8 0 173.58 3.25 10.90 70.59 1008.52 3.83 285.42 36.19 327.56 380.82 195.99 0.60 129.38 72.47 -231.13 1.63 56.03 26.39 -26.65 0.38
2011 204 9 0 349.62 3.57 11.23 63.20 1008.46 4.90 450.75 46.05 308.22 392.79 320.12 0.63 170.92 68.72 -198.24 2.46 72.21 152.69 86.71 0.29
2011 204 10 0 329.42 3.87 11.68 56.98 1008.24 5.92 489.12 47.93 306.12 399.90 347.43 0.73 155.82 80.56 -329.40 2.69 97.30 208.34 136.74 0.33
2011 204 11 0 327.76 4.06 13.04 50.74 1008.12 7.40 432.27 41.81 331.59 404.90 317.16 0.76 164.31 64.72 -332.85 2.70 123.78 211.91 135.16 0.28
2011 204 12 0 341.71 4.21 14.32 45.58 1007.87 8.88 503.02 48.27 342.60 416.14 381.22 0.80 223.55 54.13 -294.66 4.38 137.05 240.58 150.78 0.19
2011 204 13 0 333.76 3.26 15.07 44.24 1007.77 9.54 434.48 44.66 351.46 417.91 323.37 0.67 191.64 49.98 -200.00 3.83 139.03 220.77 137.69 0.21
2011 204 14 0 324.90 3.35 15.55 43.20 1007.60 10.03 359.40 37.38 353.23 418.88 256.37 0.70 201.93 23.34 -223.78 4.31 136.19 167.30 88.19 0.07
2011 204 15 0 315.38 3.59 15.94 43.17 1007.40 10.28 470.32 50.96 351.60 423.23 347.75 0.62 169.02 40.45 -187.11 4.17 131.68 269.94 195.13 0.20
2011 204 16 0 312.67 3.66 16.45 41.68 1007.04 10.90 316.90 34.34 352.42 420.49 214.50 0.74 173.64 39.02 -290.74 5.40 123.73 125.58 52.11 0.17
2011 204 17 0 310.62 2.74 16.73 43.33 1006.76 10.79 190.95 20.60 357.31 415.84 111.83 0.53 118.32 19.20 -165.31 8.19 120.08 94.38 36.86 0.15
2011 204 18 0 304.69 3.50 16.87 45.08 1006.46 10.54 163.82 18.05 353.58 413.95 85.41 0.64 106.44 14.62 -327.50 7.46 117.37 81.72 28.16 0.12
2011 204 19 0 288.89 2.48 16.86 46.82 1006.07 10.21 85.22 10.09 353.33 409.73 18.74 0.55 86.48 31.81 -264.13 3.74 114.16 14.61 -37.59 0.25
2011 204 20 0 247.62 2.65 16.90 47.36 1005.77 10.13 55.12 8.32 344.15 405.77 -14.81 0.49 69.98 26.70 -247.60 3.22 109.85 -1.63 -48.44 0.26
2011 204 21 0 231.69 1.90 16.80 48.71 1005.67 9.80 11.62 3.81 332.64 401.25 -60.80 0.42 40.42 10.08 -238.75 1.44 100.41 -10.88 -46.09 0.13
2011 204 22 0 293.59 2.09 16.64 48.06 1005.78 9.82 0.00 2.54 316.30 396.44 -82.67 0.47 32.80 59.23 -431.48 0.57 93.75 -80.97 -122.81 0.66
2011 204 23 0 314.87 3.44 15.74 45.68 1005.81 9.71 0.00 1.75 304.16 391.05 -88.64 0.59 49.64 43.02 -552.49 1.24 75.82 -105.47 -142.96 0.46
2011 205 0 0 307.92 3.88 14.64 44.08 1005.81 9.31 0.00 1.73 290.49 384.83 -96.09 0.66 47.47 27.73 -765.22 1.73 57.19 -114.08 -143.42 0.37
2011 205 1 0 308.00 3.99 13.58 48.27 1005.64 8.04 0.00 1.87 282.98 379.59 -98.49 0.70 63.68 6.28 -656.06 4.57 47.53 -120.91 -146.78 0.07
2011 205 2 0 291.96 3.52 12.90 53.72 1005.60 6.88 0.00 2.08 281.27 376.65 -97.46 0.61 50.66 2.89 -625.47 5.68 45.50 -105.50 -127.59 0.05
2011 205 3 0 275.15 3.02 11.95 59.20 1005.29 5.71 0.00 2.23 279.60 374.04 -96.68 0.48 54.92 -4.96 -275.45 nan 42.23 -104.39 -124.94 -0.11
2011 205 4 0 265.58 2.94 11.16 66.75 1005.15 4.41 0.00 2.29 274.10 370.03 -98.22 0.39 37.64 -0.04 -214.27 9.59 40.92 -94.91 -112.66 0.00
2011 205 5 0 258.19 3.23 10.65 73.78 1004.99 3.36 1.85 2.67 272.35 366.88 -95.36 0.34 43.61 1.51 -125.82 nan 40.81 -99.68 -118.90 0.03
2011 205 6 0 260.78 2.88 10.37 76.18 1005.08 3.00 52.78 17.27 269.96 366.69 -61.22 0.42 76.63 4.70 -136.95 16.37 43.17 -99.38 -126.44 0.06
2011 205 7 0 273.91 2.53 10.86 74.67 1005.17 3.29 163.32 30.56 273.37 373.86 32.28 0.52 100.58 3.76 -197.34 22.72 48.01 -24.05 -56.93 0.04
2011 205 8 0 284.65 3.04 11.71 72.28 1005.29 3.81 330.90 42.13 283.77 385.90 186.65 0.52 109.00 5.04 -184.66 22.50 56.03 128.64 91.83 0.04
2011 205 9 0 300.36 4.47 12.44 67.09 1005.29 4.75 479.28 53.26 300.69 398.98 327.72 0.78 171.59 25.88 -398.69 6.87 72.21 202.45 144.91 0.13
2011 205 10 0 303.49 3.38 13.04 61.08 1005.12 5.84 470.30 48.83 328.04 412.05 337.47 0.67 187.29 10.85 -229.12 17.51 97.30 236.63 172.69 0.06
2011 205 11 0 284.51 3.01 13.71 56.12 1005.09 6.88 643.70 60.84 331.75 425.48 489.13 0.58 209.60 29.46 -128.59 7.32 123.78 373.86 295.11 0.12
2011 205 12 0 307.73 3.25 15.38 51.12 1004.93 8.54 747.80 69.91 318.64 439.25 557.30 0.61 185.97 26.93 -168.59 6.92 137.05 481.44 404.61 0.12
2011 205 13 0 293.58 3.28 17.39 44.55 1004.60 11.02 845.40 84.69 320.62 453.81 627.52 0.64 232.83 39.22 -154.51 6.04 139.03 494.49 405.32 0.14
2011 205 14 0 290.13 3.52 18.70 39.91 1004.22 12.95 838.88 88.38 316.95 462.63 604.82 0.68 268.95 74.34 -166.09 3.84 136.19 397.72 295.00 0.23
2011 205 15 0 307.41 3.54 19.65 35.23 1003.88 14.82 796.47 92.47 318.49 466.82 555.66 0.59 231.72 45.02 -116.55 5.29 131.68 410.61 322.34 0.17
2011 205 16 0 295.91 3.66 20.45 32.41 1003.56 16.25 697.85 91.20 319.33 465.48 460.51 0.66 202.54 37.03 -182.43 7.25 123.73 344.66 265.82 0.15
2011 205 17 0 310.11 3.42 21.09 30.33 1003.03 17.41 556.55 81.38 316.98 459.93 332.20 0.69 193.77 2.27 -210.50 7.41 120.08 256.24 187.01 0.00
2011 205 18 0 316.61 3.14 21.42 32.11 1002.56 17.32 339.55 47.17 325.79 448.14 170.03 0.58 123.38 27.36 -229.07 5.06 117.37 136.66 77.17 0.18
2011 205 19 0 331.85 3.12 21.35 31.73 1002.60 17.34 231.88 31.11 323.60 435.97 88.39 0.55 87.53 14.01 -241.36 6.51 114.16 101.02 52.18 0.14
2011 205 20 0 342.50 3.05 20.89 30.76 1002.60 17.10 69.12 11.50 321.90 425.09 -45.58 0.57 70.19 42.31 -349.72 1.64 109.85 -48.22 -98.17 0.39
2011 205 21 0 343.50 2.27 20.48 30.61 1002.79 16.70 8.96 4.02 334.19 419.71 -80.58 0.37 26.21 12.70 -282.69 1.72 100.41 -19.08 -51.95 0.24
2011 205 22 0 352.32 1.91 19.82 31.77 1003.08 15.76 0.00 3.06 310.30 411.18 -103.94 0.34 19.95 7.83 -283.01 2.63 93.75 -37.97 -66.96 0.29
2011 205 23 0 313.75 1.92 18.98 34.78 1003.33 14.30 0.00 3.08 300.55 405.54 -108.07 0.30 23.88 10.41 -155.28 2.72 75.82 -66.55 -92.35 0.31
2011 206 0 0 339.54 1.84 17.67 36.98 1003.29 12.74 0.00 2.99 292.99 398.78 -108.79 0.35 35.20 10.77 -163.40 3.71 57.19 -97.58 -121.08 0.24
2011 206 1 0 42.11 0.98 16.34 47.81 1003.20 9.71 0.00 3.93 291.50 392.56 -105.00 0.30 79.25 36.50 -52.98 1.87 45.29 -162.84 -195.74 0.35
2011 206 2 0 181.90 1.76 14.85 55.38 1003.08 7.54 0.00 3.19 290.31 388.14 -101.01 0.30 43.40 29.32 -93.74 0.77 36.92 -136.81 -160.59 0.11
2011 206 3 0 334.01 2.56 13.89 52.50 1002.99 7.53 0.00 2.45 288.68 383.75 -97.52 0.50 65.90 20.11 -251.67 5.28 34.77 -148.75 -174.64 0.20
2011 206 4 0 314.88 2.90 13.09 53.98 1002.92 6.93 0.00 1.92 305.88 382.39 -78.42 0.45 56.31 1.47 -224.77 7.25 33.80 -102.41 -122.41 0.00
2011 206 5 0 293.30 1.81 12.79 56.56 1002.61 6.42 1.18 2.46 313.01 381.82 -70.09 0.41 74.74 1.69 -117.45 8.75 34.24 -112.28 -136.13 0.03
2011 206 6 0 302.55 1.99 12.43 59.00 1002.82 5.91 46.59 17.16 278.49 378.89 -70.98 0.41 76.22 6.60 -117.27 11.94 36.96 -116.84 -142.64 0.08
2011 206 7 0 282.98 2.31 12.49 57.55 1003.04 6.14 166.65 32.41 276.62 384.09 26.78 0.45 138.98 15.12 -92.02 10.12 42.39 -84.94 -126.36 0.10
2011 206 8 0 296.15 2.94 12.88 57.73 1003.27 6.27 340.98 43.52 280.41 394.45 183.42 0.53 164.56 16.56 -121.23 9.96 54.96 57.26 7.30 0.10
2011 206 9 0 296.09 2.60 14.01 55.37 1003.32 7.13 514.80 55.38 298.75 410.19 347.99 0.45 162.45 18.02 -78.53 8.95 85.44 252.95 195.50 0.11
2011 206 10 0 301.71 2.47 15.43 50.04 1003.22 8.77 504.12 50.54 314.36 422.27 345.67 0.48 193.38 43.57 -74.92 4.51 133.66 242.38 161.57 0.18
2011 206 11 0 296.74 2.94 16.40 45.17 1003.41 10.22 637.17 60.45 309.90 431.56 455.08 0.49 166.94 43.70 -91.34 3.83 177.97 422.41 335.79 0.21
2011 206 12 0 317.65 2.23 17.52 41.97 1003.38 11.62 719.67 67.02 339.46 449.18 542.95 0.35 209.48 -11.43 -27.73 nan 187.19 505.67 417.01 -0.05
2011 206 13 0 336.74 2.25 18.80 39.78 1003.27 13.06 667.55 63.83 359.74 461.22 502.25 0.30 213.78 4.12 -25.30 28.65 190.03 474.38 383.29 0.01
2011 206 14 0 350.16 2.55 19.75 39.09 1003.08 14.01 661.22 67.79 354.44 464.44 483.43 0.41 195.64 9.02 -46.78 21.70 186.40 433.34 346.43 0.04
2011 206 15 0 174.42 2.87 20.20 38.73 1003.07 14.50 791.50 88.23 355.04 473.12 585.20 0.49 233.30 8.57 -69.05 37.52 178.93 522.25 429.14 0.04
2011 206 16 0 179.02 3.25 20.40 39.66 1003.02 14.46 566.08 65.08 372.88 469.49 404.39 0.20 150.72 -0.15 -10.14 29.81 177.76 431.59 357.04 0.00
2011 206 17 0 353.44 3.14 20.62 39.49 1003.06 14.68 294.10 33.13 377.87 454.77 184.06 0.46 159.68 29.88 -84.16 5.34 171.82 108.03 27.98 0.16
2011 206 18 0 22.27 3.35 20.12 41.41 1003.05 13.79 112.45 12.86 385.96 440.61 44.95 0.51 136.13 2.49 -135.30 8.73 150.00 56.33 -8.90 -0.00
2011 206 19 0 69.24 2.97 19.34 46.95 1003.42 11.91 74.26 8.86 383.64 431.81 17.23 0.57 147.49 17.00 -185.79 8.68 104.69 -55.50 -112.32 0.10
2011 206 20 0 49.77 2.74 18.55 49.38 1003.87 10.81 27.16 4.10 381.89 424.31 -19.36 0.55 202.11 20.12 -128.28 10.27 75.83 -165.76 -229.16 0.09
2011 206 21 0 53.37 2.47 18.42 45.62 1004.46 11.52 3.88 1.72 380.72 419.53 -36.65 0.61 177.62 -3.69 -186.70 nan 68.54 -142.04 -193.96 -0.03
2011 206 22 0 89.88 2.81 17.27 57.39 1004.94 8.50 0.00 0.61 377.79 414.31 -37.12 0.53 80.66 4.51 -287.79 20.62 61.80 -72.71 -107.33 0.05
2011 206 23 0 97.82 2.69 15.80 72.53 1005.21 4.93 0.00 0.94 363.69 406.50 -43.74 0.43 70.38 13.73 -203.48 5.30 56.27 -71.58 -102.47 0.16
2011 207 0 0 96.73 1.94 15.61 73.59 1005.37 4.68 0.00 1.58 354.08 403.09 -50.59 0.36 80.01 18.00 -111.41 4.96 50.03 -98.56 -130.67 0.17
2011 207 1 0 40.09 1.96 15.29 74.76 1005.56 4.38 0.00 1.91 345.14 400.12 -56.89 0.32 93.20 -2.35 -65.34 nan 43.55 -114.63 -146.68 -0.03
2011 207 2 0 nan nan 14.89 76.59 1005.59 3.96 nan nan nan nan nan nan nan nan nan nan 36.92 nan nan nan
2011 207 3 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 34.77 nan nan nan
2011 207 4 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 33.80 nan nan nan
2011 207 5 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 34.24 nan nan nan
2011 207 6 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 36.96 nan nan nan
2011 207 7 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 42.39 nan nan nan
2011 207 8 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 54.96 nan nan nan
2011 207 9 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 85.44 nan nan nan
2011 207 10 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 133.66 nan nan nan
2011 207 11 0 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 177.97 nan nan nan
2011 207 12 0 nan nan 14.83 60.05 1009.51 6.73 nan nan nan nan nan nan nan nan nan nan 187.19 nan nan nan
2011 207 13 0 nan nan 15.04 58.24 1009.75 7.13 nan nan nan nan nan nan nan nan nan nan 190.03 nan nan nan
2011 207 14 0 345.08 2.70 15.82 55.71 1010.11 7.96 412.77 42.39 382.33 435.40 317.30 0.57 215.90 -13.07 -127.83 nan 186.40 300.87 213.70 -0.07
2011 207 15 0 184.05 3.05 15.85 56.06 1010.24 7.91 314.23 33.77 380.87 431.85 229.49 0.53 182.36 16.11 -116.92 11.86 178.93 209.95 125.53 0.09
2011 207 16 0 182.25 2.78 16.70 53.39 1010.43 8.86 288.60 30.37 384.72 434.64 208.31 0.48 187.38 16.48 -87.48 11.70 177.76 182.22 97.00 0.08
2011 207 17 0 24.68 3.50 16.50 55.70 1010.59 8.31 176.05 18.66 383.03 427.26 113.16 0.60 234.67 63.77 -142.09 6.79 171.82 -13.46 -116.10 0.20
2011 207 18 0 29.16 3.30 16.17 58.05 1010.89 7.71 137.80 14.96 381.06 422.89 81.01 0.62 231.77 -12.45 -160.68 8.53 150.00 11.69 -69.68 -0.04
2011 207 19 0 34.14 3.67 15.32 61.90 1011.32 6.63 85.47 9.45 377.98 416.64 37.37 0.51 135.67 -3.39 -144.63 nan 104.69 9.78 -42.84 -0.03
2011 207 20 0 6.94 3.67 15.16 62.17 1011.88 6.52 19.29 2.84 379.60 411.70 -15.66 0.53 106.55 24.31 -218.51 14.88 75.83 -70.70 -115.82 0.16
2011 207 21 0 23.05 3.29 14.97 68.75 1012.31 5.31 3.07 1.31 362.25 404.04 -40.03 0.59 128.18 21.01 -278.11 15.61 68.54 -120.68 -167.65 0.14
2011 207 22 0 24.34 2.45 14.71 72.14 1012.76 4.66 0.00 0.94 371.36 401.13 -30.71 0.42 102.10 5.11 -126.99 16.64 61.80 -76.11 -113.00 0.04
2011 207 23 0 17.62 2.93 14.39 73.42 1013.03 4.36 0.00 0.78 372.69 399.12 -27.20 0.44 84.48 8.45 -166.62 5.80 56.27 -63.84 -96.50 0.08
2011 208 0 0 9.57 2.90 14.12 72.75 1013.12 4.38 0.00 0.85 371.64 397.65 -26.87 0.49 94.74 1.27 -204.00 nan 50.03 -72.85 -104.56 0.01
2011 208 1 0 192.44 2.42 14.04 73.69 1013.24 4.21 0.00 0.91 364.91 395.62 -31.62 0.45 78.59 2.57 -199.01 10.40 43.55 -69.22 -96.34 0.03
2011 208 2 0 357.87 2.79 13.84 75.85 1013.34 3.81 0.00 0.98 360.87 393.51 -33.62 0.52 90.40 2.69 -255.50 nan 36.92 -89.80 -117.64 0.03
2011 208 3 0 357.48 2.94 13.77 76.62 1013.28 3.67 0.00 0.69 373.13 394.37 -21.93 0.48 74.85 1.49 -242.42 nan 34.77 -63.50 -87.47 0.02
2011 208 4 0 179.29 2.79 13.63 76.05 1013.24 3.73 0.00 0.71 369.01 393.29 -24.98 0.53 93.27 5.65 -256.41 16.89 33.80 -90.10 -118.34 0.06
2011 208 5 0 358.06 2.96 13.49 76.94 1013.39 3.56 0.96 0.78 369.08 392.34 -23.07 0.54 87.01 0.02 -311.20 19.45 34.24 -75.86 -101.82 0.00
2011 208 6 0 358.45 2.74 13.50 78.06 1013.71 3.40 18.54 2.67 373.12 393.31 -4.30 0.49 98.43 6.20 -202.25 17.00 36.96 -71.97 -102.12 0.06
2011 208 7 0 180.48 2.93 13.71 78.47 1014.05 3.38 35.28 4.03 377.91 395.46 13.70 0.48 103.00 2.73 -186.91 nan 42.39 -49.63 -81.37 0.03
2011 208 8 0 8.32 3.11 13.73 79.17 1014.31 3.27 62.78 6.86 378.53 397.28 37.16 0.47 107.13 0.04 -167.75 nan 54.96 -15.07 -50.24 0.00
2011 208 9 0 5.57 3.06 13.91 76.38 1014.60 3.75 111.14 11.44 378.66 400.44 77.91 0.54 132.99 6.08 -202.90 13.75 85.44 24.28 -24.89 0.04
2011 208 10 0 3.66 3.46 14.07 69.22 1014.81 4.94 376.20 38.11 373.67 413.08 298.69 0.64 179.44 29.21 -220.58 6.96 133.66 223.69 148.55 0.14
2011 208 11 0 356.23 2.81 14.78 64.50 1014.90 5.96 407.90 39.55 372.78 424.63 316.51 0.55 195.10 17.03 -143.90 11.36 177.97 282.35 195.43 0.08
2011 208 12 0 352.43 3.52 15.11 62.84 1014.80 6.38 403.93 40.38 374.65 428.72 309.48 0.56 171.74 17.87 -155.11 11.20 187.19 307.07 222.35 0.10
2011 208 13 0 351.89 3.49 15.65 58.66 1014.77 7.35 396.00 40.98 380.32 433.31 302.03 0.69 234.55 19.95 -224.00 11.75 190.03 237.56 139.15 0.08
2011 208 14 0 181.57 3.20 16.11 56.71 1014.88 7.92 323.95 33.48 386.42 435.11 241.79 0.64 246.66 16.76 -155.99 28.43 186.40 164.75 65.48 0.07
2011 208 15 0 176.88 3.46 16.70 55.36 1014.80 8.48 290.32 30.77 388.26 433.96 213.87 0.67 201.89 24.09 -225.07 8.47 178.93 166.81 76.88 0.11
2011 208 16 0 10.62 3.77 16.82 55.98 1014.60 8.43 223.50 23.45 388.39 432.48 155.96 0.58 130.96 13.04 -224.18 10.68 177.76 189.72 116.48 0.09
2011 208 17 0 5.46 3.14 17.04 56.58 1014.61 8.43 163.05 17.41 387.88 429.69 103.83 0.57 127.21 11.28 -225.86 12.21 171.82 137.16 66.51 0.08
2011 208 18 0 5.21 3.57 16.80 58.72 1014.42 7.89 154.28 17.86 376.04 425.39 87.07 0.61 158.84 22.07 -231.07 7.38 150.00 56.16 -17.52 0.12
2011 208 19 0 26.23 3.40 16.48 60.80 1014.46 7.34 133.28 16.76 339.52 418.81 37.23 0.51 125.81 4.66 -166.92 19.61 104.69 11.46 -40.80 0.04
2011 208 20 0 30.44 2.62 16.19 62.88 1014.68 6.82 54.81 9.03 320.67 410.09 -43.63 0.49 163.04 8.85 -121.45 20.84 75.83 -139.69 -193.03 0.05
2011 208 21 0 37.37 2.38 15.98 66.00 1015.11 6.17 3.75 2.89 317.08 403.33 -85.40 0.46 116.87 10.73 -151.41 11.97 68.54 -144.45 -187.11 0.08
2011 208 22 0 55.08 2.01 15.52 70.93 1015.56 5.12 0.00 2.30 315.53 397.45 -84.22 0.45 123.44 2.77 -127.56 32.45 61.80 -148.62 -189.32 0.02
2011 208 23 0 30.04 2.40 14.91 74.50 1015.81 4.32 0.00 2.21 318.55 393.87 -77.52 0.40 73.62 1.34 -145.54 nan 56.27 -96.21 -125.28 0.02
2011 209 0 0 14.75 2.76 14.57 77.37 1016.01 3.75 0.00 1.60 339.66 394.33 -56.27 0.44 107.32 2.19 -137.88 nan 50.03 -115.75 -150.17 0.02
2011 209 1 0 34.30 2.48 14.35 78.53 1015.99 3.51 0.00 0.78 376.73 397.14 -21.20 0.50 117.32 4.42 -186.85 18.00 43.55 -99.40 -134.63 0.04
2011 209 2 0 32.08 2.29 14.29 78.75 1015.94 3.46 0.00 0.93 358.20 394.75 -37.47 0.48 111.91 0.04 -172.47 nan 36.92 -112.50 -144.12 0.00
2011 209 3 0 13.64 2.34 14.27 79.07 1015.96 3.40 0.00 1.20 365.76 394.35 -29.79 0.40 78.75 0.59 -136.08 nan 34.77 -74.36 -98.92 0.01
2011 209 4 0 24.13 2.08 14.16 80.08 1015.92 3.22 0.00 0.51 380.98 395.42 -14.95 0.40 94.20 3.48 -117.42 27.42 33.80 -78.83 -106.82 0.04
2011 209 5 0 354.65 2.76 14.03 80.76 1016.03 3.08 0.54 0.48 380.23 394.87 -14.58 0.48 78.72 2.69 -248.96 21.86 34.24 -61.75 -86.59 0.03
2011 209 6 0 178.97 2.62 13.89 81.30 1016.27 2.96 10.53 1.57 379.89 394.70 -5.86 0.49 96.53 5.54 -219.53 20.44 36.96 -70.97 -100.64 0.06
2011 209 7 0 3.22 2.77 13.74 81.44 1016.32 2.92 36.79 4.15 379.53 395.63 16.54 0.44 108.39 4.30 -138.82 25.30 42.39 -53.76 -86.90 0.04
2011 209 8 0 11.65 2.56 13.79 80.16 1016.34 3.12 107.56 11.31 378.80 399.26 75.78 0.43 139.19 10.32 -100.56 24.07 54.96 -18.77 -62.41 0.07
2011 209 9 0 11.91 2.00 14.27 75.97 1016.49 3.90 282.80 29.85 350.84 406.29 197.50 0.36 202.23 0.93 -38.60 nan 85.44 7.67 -51.46 0.00
2011 209 10 0 nan nan 15.20 67.12 1016.48 5.69 630.50 59.67 321.48 427.30 465.02 nan nan nan nan nan 133.66 nan nan nan
2011 209 11 0 nan nan 16.01 59.11 1016.61 7.43 622.35 53.93 331.55 441.91 458.06 nan nan nan nan nan 177.97 nan nan nan
2011 209 12 0 nan nan 16.87 55.24 1016.54 8.60 823.50 72.33 335.88 461.02 626.04 nan nan nan nan nan 187.19 nan nan nan
2011 209 13 0 nan nan 19.03 50.74 1016.46 10.84 667.38 61.83 357.42 470.03 492.94 nan nan nan nan nan 190.03 nan nan nan
2011 209 14 0 357.72 2.39 20.01 48.70 1016.26 12.00 483.65 50.38 378.58 462.24 349.62 0.31 135.37 -0.30 -34.44 nan 186.40 527.06 454.06 0.00
2011 209 15 0 355.39 2.72 20.97 45.69 1016.05 13.48 367.25 37.91 389.95 462.87 256.42 0.49 157.76 42.94 -117.17 3.67 178.93 247.05 162.15 0.21
2011 209 16 0 356.39 2.89 21.40 44.76 1015.84 14.07 288.58 31.29 391.47 455.09 193.67 0.37 126.29 0.44 -65.05 nan 177.76 259.91 190.35 0.00
2011 209 17 0 342.84 2.52 21.76 44.00 1015.75 14.59 238.47 25.51 389.03 452.75 149.25 0.39 124.55 40.64 -74.25 3.06 171.82 187.30 110.50 0.25
2011 209 18 0 182.19 2.98 21.55 45.03 1015.68 14.13 188.57 21.84 385.75 447.18 105.31 0.49 140.15 28.65 -139.47 7.41 150.00 86.52 15.25 0.15
2011 209 19 0 24.59 1.72 21.85 43.22 1015.75 14.87 220.07 27.96 347.61 442.60 97.12 0.34 168.58 -17.22 -37.31 nan 104.69 -30.40 -84.59 -0.11
2011 209 20 0 42.79 1.85 21.50 45.91 1015.94 13.87 35.49 6.22 339.73 431.00 -62.00 0.46 244.86 2.88 -69.09 28.70 75.83 -233.91 -302.41 0.01
2011 209 21 0 70.44 2.63 19.94 53.45 1016.25 10.92 1.87 2.36 332.69 422.42 -90.22 0.47 131.00 -11.15 -152.92 nan 68.54 -108.94 -142.70 -0.13
2011 209 22 0 108.06 3.25 17.48 61.80 1016.67 7.62 0.00 1.92 326.26 413.87 -89.53 0.43 40.19 2.45 -350.19 nan 61.80 -78.86 -105.30 0.05
2011 209 23 0 107.98 2.71 16.61 60.57 1016.86 7.45 0.00 2.38 319.75 407.26 -89.90 0.41 50.40 -18.84 -217.29 nan 56.27 -59.04 -77.57 -0.78
2011 210 0 0 104.19 1.74 16.43 64.42 1016.98 6.64 0.00 2.96 318.36 403.61 -88.22 0.23 18.16 -2.17 -127.46 nan 50.03 -54.17 -69.87 -0.12
2011 210 1 0 71.72 1.44 16.46 65.92 1017.01 6.38 0.00 3.19 319.39 401.28 -85.08 0.21 49.09 11.72 -33.02 4.35 43.55 -102.34 -125.39 0.18
2011 210 2 0 34.75 2.07 15.81 72.81 1016.85 4.89 0.00 2.24 314.31 396.92 -84.85 0.27 54.88 0.05 -68.25 3.05 36.92 -102.87 -123.09 0.03
