"Referencing Table","Requirement","Comment"
"`SUEWS_BiogenCO2.txt`","`MU` `O`","
Example value:
`EmissionsMethod` = 21, 22, 23, 24, 25, 26: 0.723  :cite:`B17`
`EmissionsMethod` = 31, 32, 33, 34, 35, 36: 0.96  :cite:`B17`
"
