"Referencing Table","Requirement","Comment"
"`SUEWS_BiogenCO2.txt`","`MU` `O`","
Example values:

`EmissionsMethod` = 11, 12, 13, 14, 15, 16:

- 43.35 :cite:`R95`
- 35  :cite:`S00`
- 16.3 :cite:`F02`

`EmissionsMethod` =  21, 22, 23, 24, 25, 26: 17.793  :cite:`B17`
`EmissionsMethod` = 31, 32, 33, 34, 35, 36: 8.474  :cite:`B17`
"
