"Referencing Table","Requirement","Comment"
"`SUEWS_NonVeg.txt`","`O`","
Not needed if `SnowUse` = 0 in `RunControl.nml` .
|NotAvail|

Example values [mm]

- 40: `Paved` :cite:t:`J14`
- 100: `Bldgs` :cite:t:`J14` "
