"Referencing Table","Requirement","Comment"
"`SUEWS_SiteSelect.txt`","`MD`","Drainage rate of bucket for LUMPS [mm |h^-1|] Used for LUMPS surface wetness control. Default recommended value of 0.25 mm |h^-1| from :cite:t:`L11` . "
