"Referencing Table","Requirement","Comment"
"`SUEWS_Veg.txt`","`MU`","This should be checked carefully for your study area using modelled LAI from the DailyState output file compared to known behaviour in the study area. See section 2.2 :cite:t:`J11` ; Appendix A :cite:t:`J14` for more details.

Example values:

- -450: `EveTr` :cite:t:`J11`

- -450: `DecTr` :cite:t:`J11`

- -450: `Grass` :cite:t:`J11` "
