"Referencing Table","Requirement","Comment"
"`SUEWS_Veg.txt`","`MU`","See section 2.2 Järvi et al. (2011) :cite:`J11` ; Appendix A Järvi et al. (2014) :cite:`Leena2014` .
Example values: 10 EveTr Järvi et al. (2011) :cite:`J11`"
