"Referencing Table","Requirement","Comment"
"`SUEWS_Veg.txt`","`MD`","leaf-off wintertime value
Example values:
- 4. EveTr Järvi et al. (2011) :cite:`J11`
- 1. DecTr Järvi et al. (2011) :cite:`J11`
- 1.6 Grass Grimmond and Oke (1991) :cite:`GO91` "
